IMG Taxon id,GOLD biome1,GOLD biome2,High quality reads sampled (up to 500K),Mapped to GEM catalogue,Mapped to NCBI RefSeq,Mapped to either,Nonpareil kmer diversity
3300025691,Engineered,Wastewater,480870,202133,18936,211344,19.4385503906346
3300001913,Host-associated,Tunicates,453274,167,299,340,19.4363796550201
3300025694,Aquatic,Marine,452718,138986,35258,149801,19.4306452116897
3300021091,Aquatic,Freshwater,446123,148132,5463,151005,19.4291429621921
3300023177,Aquatic,Freshwater,474827,26600,15783,37396,19.4289425215968
3300022846,Aquatic,Non-marine Saline and Alkaline,483764,177412,20765,177908,19.4276090151473
3300012684,Aquatic,Freshwater,449527,17325,816,17733,19.4271783481466
3300025072,Aquatic,Marine,481792,59228,46907,63975,19.4264260190164
3300027518,Terrestrial,Deep subsurface,427994,85139,7447,88379,19.4234990176726
3300021495,Aquatic,Marine,467502,75289,21859,95119,19.4174980480339
3300026198,Engineered,Bioreactor,454164,289516,52961,295735,19.4164460148726
3300025727,Aquatic,Marine,456236,238965,12072,241981,19.4120136672518
3300018021,Aquatic,Freshwater,475043,225600,595,225874,19.4100249424136
3300025294,Host-associated,Plants,471150,244908,302297,375328,19.4099683374279
3300027968,Terrestrial,Soil,455962,167770,4436,171731,19.4063126529809
3300002173,Engineered,Biotransformation,396178,174329,24354,185313,19.4019918384598
3300020578,Aquatic,Freshwater,460541,148796,6253,152501,19.3988401016291
3300023254,Terrestrial,Peat,465539,30542,389,30735,19.3981926763056
3300025524,Terrestrial,Soil,461215,67664,7812,73376,19.398095069692
3300025109,Aquatic,Marine,471752,58688,38902,64506,19.3967736209773
3300024255,Aquatic,Marine,474023,236257,68352,246317,19.3946788182056
3300025356,Aquatic,Freshwater,468989,76915,2417,77844,19.3943067811638
3300027742,Aquatic,Marine,300893,60098,59172,65789,19.393009262444
3300012036,Aquatic,Non-marine Saline and Alkaline,483863,131859,41264,139582,19.3926321920103
3300025108,Aquatic,Marine,480934,22360,14062,25559,19.3924607397107
3300025112,Aquatic,Marine,452675,34556,29802,35484,19.3905331558662
3300026290,Engineered,Bioreactor,465305,236527,54823,245696,19.3899919222083
3300006979,Host-associated,Human,41743,20035,36793,38305,19.3890034018315
3300025278,Aquatic,Marine,485162,195089,120713,222436,19.3869728503307
3300011418,Host-associated,Fungi,486070,20426,7877,26568,19.3825732794372
3300025894,Aquatic,Marine,436857,147430,76198,165890,19.3816842356946
3300007499,Host-associated,Human,175179,129355,147224,157178,19.3796085669234
3300024238,Terrestrial,Peat,465451,32283,297,32434,19.3782772764203
3300025640,Aquatic,Marine,468081,232795,57618,242751,19.3772460798
3300025127,Aquatic,Marine,468992,35506,34759,36827,19.3708512240694
3300026980,Engineered,Lab enrichment,346131,181191,103933,198084,19.3662659986477
3300024892,Aquatic,Freshwater,379535,138365,57834,154743,19.3625734789424
3300017540,Terrestrial,Soil,484364,167850,108235,235808,19.3624042861104
3300017490,Aquatic,Freshwater,469506,18884,1757,19721,19.3589485756031
3300020594,Terrestrial,Soil,480900,131004,181806,203936,19.3584864289499
3300025629,Engineered,Wastewater,484093,310858,59684,314397,19.3581612326963
3300027822,Aquatic,Marine,310709,20517,1223,21101,19.3546793276194
3300025626,Aquatic,Marine,454653,197986,42978,207173,19.3457238247437
3300024240,Terrestrial,Peat,466191,24698,581,25017,19.3446309413344
3300020204,Aquatic,Freshwater,449308,143377,3315,144812,19.3438127613524
3300025809,Aquatic,Marine,466812,248678,61629,258869,19.3430510204501
3300021515,Aquatic,Freshwater,376702,154112,4644,155122,19.3429276983824
3300012890,Engineered,Built environment,465824,49290,12416,59869,19.3413798527978
3300012681,Aquatic,Freshwater,465098,28890,3131,31076,19.3391620784747
3300023241,Aquatic,Non-marine Saline and Alkaline,479726,161918,18770,162130,19.3386267740383
3300025617,Aquatic,Marine,477130,244497,30838,251841,19.3335735015914
3300012079,Host-associated,Fungi,481346,198339,205129,255671,19.3307992654225
3300027966,Host-associated,Arthropoda,394623,1050,1748,2553,19.3299724468184
3300005562,Host-associated,Plants,438474,57275,56127,61533,19.3252523395161
3300017647,Terrestrial,Soil,481185,111291,163729,235080,19.3225141679301
3300025424,Aquatic,Freshwater,460435,51031,5979,54988,19.3194681499218
3300025287,Aquatic,Marine,473183,213440,157438,235481,19.310564528304
3300023248,Terrestrial,Peat,466678,38693,625,39074,19.3084100718182
3300025738,Aquatic,Marine,468154,114048,27810,136847,19.3082887486059
3300025131,Aquatic,Marine,462465,13283,10350,15429,19.3037996189304
3300026188,Aquatic,Marine,466126,241062,29245,249003,19.3016004397809
3300025851,Aquatic,Marine,462845,124269,23221,141635,19.2991548795706
3300025086,Aquatic,Marine,478568,53178,32048,54485,19.2987927740669
3300025608,Aquatic,Marine,478336,223049,35600,237014,19.2956242175372
3300027327,Host-associated,Porifera,284560,177965,1649,178064,19.295025959502
3300019754,Aquatic,Freshwater,477629,78407,8497,84526,19.2947047765128
3300025577,Aquatic,Marine,475607,204506,64202,233367,19.2929093832422
3300025244,Aquatic,Marine,482142,155654,131364,189647,19.2916962005862
3300025513,Aquatic,Non-marine Saline and Alkaline,428367,188792,38927,197110,19.2872419736661
3300025436,Aquatic,Freshwater,456376,70181,1488,70704,19.2869812154709
3300027499,Terrestrial,Deep subsurface,442028,84608,57526,122012,19.2792580939603
3300018022,Aquatic,Freshwater,479215,222151,1098,222757,19.2775276314545
3300027566,Engineered,Bioremediation,370626,29760,19368,44435,19.2765168024678
3300018004,Aquatic,Freshwater,463014,244656,378,244798,19.2682882876567
3300027606,Host-associated,Plants,476172,195951,278720,286388,19.2675985327114
3300022916,Aquatic,Marine,477396,223947,2922,224460,19.26343033881
3300017513,Aquatic,Marine,465767,106502,11909,117821,19.2624038288565
3300017935,Aquatic,Freshwater,480308,169161,926,169671,19.2619670680779
3300015286,Host-associated,Plants,481762,8473,17422,19639,19.258952683969
3300026250,Engineered,Bioreactor,465253,272058,48699,282707,19.254590030893
3300009704,Engineered,Wastewater,479645,322204,51749,324168,19.2537872737357
3300027771,Aquatic,Marine,474463,60943,6995,64781,19.2535986928994
3300025286,Aquatic,Marine,451146,176860,126647,184445,19.2490621590791
3300019763,Aquatic,Freshwater,482063,31307,43390,61644,19.2488882289727
3300025860,Aquatic,Marine,442882,219289,73342,227966,19.2471367420907
3300007517,Aquatic,Freshwater,466124,85685,49883,116680,19.2401033857137
3300017648,Terrestrial,Soil,480938,89143,69631,139895,19.2396469741745
3300025681,Aquatic,Marine,473525,250125,16457,254642,19.2383116135069
3300021424,Aquatic,Freshwater,433979,134817,2642,136074,19.2374184928651
3300013100,Host-associated,Plants,441378,114683,204413,223631,19.2373031414005
3300018020,Aquatic,Freshwater,475005,245590,460,245740,19.2356313934583
3300025689,Engineered,Wastewater,480692,327488,57280,331045,19.2353527024864
3300025368,Aquatic,Freshwater,469997,43268,3385,44828,19.2340808805341
3300017931,Aquatic,Freshwater,479258,246450,639,246748,19.2327012429118
3300025218,Aquatic,Marine,483283,233094,119439,251033,19.2322300830066
3300025575,Terrestrial,Soil,354433,183842,3279,185192,19.2291023542809
3300027623,Host-associated,Algae,460864,108273,1373,109160,19.2263229085148
3300025260,Aquatic,Marine,473205,266058,193308,284613,19.2254298841327
3300022856,Aquatic,Non-marine Saline and Alkaline,481947,186766,36346,188464,19.2201562302714
3300025731,Aquatic,Marine,471930,108633,29464,132933,19.2128704219508
3300025179,Aquatic,Marine,284300,126011,81385,139895,19.2123769825057
3300025046,Aquatic,Marine,487975,81929,52865,105640,19.211202003774
3300004128,Aquatic,Freshwater,440393,134054,22376,150506,19.210326407203
3300023054,Aquatic,Non-marine Saline and Alkaline,468767,90644,48165,110243,19.1951862758043
3300023236,Aquatic,Non-marine Saline and Alkaline,480164,130045,13884,133589,19.1861505477287
3300013128,Aquatic,Freshwater,468540,69977,1536,71301,19.1855990944944
3300009772,Engineered,Wastewater,481194,223080,65415,229835,19.1788081771536
3300025536,Terrestrial,Deep subsurface,354061,14394,6214,18041,19.1781445058821
3300021492,Aquatic,Marine,465120,84677,33997,116513,19.1773917697446
3300024221,Aquatic,Marine,482105,197441,96470,213033,19.1765091963132
3300022865,Aquatic,Non-marine Saline and Alkaline,478147,175657,45717,178047,19.1727528617789
3300014914,Aquatic,Marine,420900,84455,6577,90717,19.1718582815276
3300023208,Aquatic,Freshwater,471852,60756,46504,88125,19.170264516841
3300023501,Aquatic,Non-marine Saline and Alkaline,466673,114141,32006,116489,19.1681953473923
3300018013,Aquatic,Freshwater,472978,238814,681,239140,19.1678670877495
3300018015,Aquatic,Freshwater,468752,239393,273,239471,19.1678176221165
3300012880,Terrestrial,Soil,453407,247321,279964,353341,19.1640600859749
3300024180,Aquatic,Marine,483751,194095,90984,208569,19.1599745418275
3300024261,Aquatic,Marine,473967,243859,16978,248439,19.1595182624842
3300022752,Aquatic,Freshwater,472252,121895,12161,124475,19.157728386984
3300013136,Aquatic,Freshwater,421146,193216,42358,213298,19.1563887052763
3300025280,Aquatic,Marine,460149,139551,102421,147952,19.1546004980649
3300025367,Aquatic,Freshwater,469742,29027,12280,39977,19.1543067542396
3300024185,Aquatic,Marine,484208,195216,94493,210234,19.1521906318267
3300010151,Aquatic,Marine,485620,15097,11313,17806,19.1457119006795
3300018014,Aquatic,Freshwater,478249,232493,1074,232999,19.1441190330857
3300012888,Engineered,Built environment,465143,57560,14629,69329,19.1435816868084
3300027951,Host-associated,Porifera,284364,174192,2036,174310,19.1429368776753
3300020051,Aquatic,Marine,466119,144587,14293,153703,19.1388364567754
3300022868,Aquatic,Non-marine Saline and Alkaline,485261,124448,904,124479,19.1373585979015
3300007646,Host-associated,Human,576622,484253,398584,514154,19.1344215223325
3300025403,Aquatic,Freshwater,461926,83689,3816,85744,19.1311323611155
3300022885,Aquatic,Non-marine Saline and Alkaline,481746,207499,48532,209040,19.1309388736489
3300025442,Aquatic,Freshwater,470403,123123,855,123620,19.1282739278672
3300024229,Aquatic,Marine,479164,116063,50212,129734,19.1273974945605
3300018017,Aquatic,Freshwater,472815,214064,2442,215840,19.1259131935243
3300025304,Host-associated,Plants,468482,313207,165001,345954,19.1248029586133
3300026273,Terrestrial,Soil,440084,66209,9839,70617,19.1247193832953
3300025384,Aquatic,Non-marine Saline and Alkaline,222630,102982,2314,103994,19.123709959579
3300007921,Host-associated,Human,591406,434142,326292,445463,19.1210067672628
3300017548,Terrestrial,Soil,480077,161958,87585,217180,19.1147927292089
3300013392,Aquatic,Freshwater,413637,85674,6338,90487,19.1136134329472
3300025683,Engineered,Wastewater,477814,284176,66826,293705,19.110836789855
3300025358,Aquatic,Freshwater,481865,84427,2884,85656,19.1081562013774
3300027958,Engineered,Bioremediation,430493,104502,9404,108112,19.1026782447652
3300014869,Aquatic,Marine,430831,20378,3474,21838,19.1007539449444
3300009703,Aquatic,Marine,463161,142530,8888,144985,19.0998307675503
3300027640,Terrestrial,Deep subsurface,389030,246179,36325,256829,19.0961014418333
3300025449,Aquatic,Freshwater,459152,47972,4446,49853,19.0957870331754
3300021507,Aquatic,Marine,465448,112510,11182,122812,19.0953234557885
3300025389,Aquatic,Freshwater,465881,41858,1476,42636,19.0946923031928
3300024259,Aquatic,Marine,461291,233269,4915,234536,19.0910083404617
3300024048,Aquatic,Non-marine Saline and Alkaline,484617,180205,26389,180457,19.0889288234993
3300027653,Terrestrial,Soil,365835,3195,9978,11761,19.0858934613104
3300025418,Aquatic,Freshwater,466345,73184,2478,74322,19.0844348577767
3300025044,Aquatic,Marine,472537,292087,244671,309925,19.0783325530441
3300009979,Host-associated,Plants,469318,10769,19374,27155,19.0738388478798
3300017926,Aquatic,Freshwater,373585,13301,1169,14053,19.0722369029179
3300012042,Aquatic,Freshwater,442175,20927,2685,23071,19.0705937251553
3300024313,Aquatic,Marine,484427,185052,85843,199707,19.0688853074554
3300022907,Aquatic,Marine,451831,161597,12258,168735,19.0651337386285
3300020599,Terrestrial,Soil,474412,62426,102007,127714,19.06102112193
3300025600,Terrestrial,Soil,366187,198661,2862,199933,19.0544900315777
3300025138,Aquatic,Marine,430728,17542,13020,21013,19.0543106968119
3300025050,Aquatic,Marine,487131,142040,81983,146041,19.0525704065917
3300007125,Host-associated,Human,663358,548309,465368,573963,19.0515508284561
3300026994,Engineered,Lab enrichment,205167,50536,21821,66059,19.0504390284188
3300009029,Terrestrial,Soil,446400,60480,2465,61526,19.0481355355742
3300007345,Aquatic,Marine,465960,55421,53739,66156,19.0474896473407
3300026192,Aquatic,Marine,470305,256734,46226,269914,19.0440054279349
3300020183,Aquatic,Freshwater,466106,104473,2153,105223,19.0417940940524
3300025097,Aquatic,Marine,480082,39531,20935,40799,19.0409426093001
3300009144,Host-associated,Plants,474736,6360,7447,11045,19.0405949479918
3300007640,Aquatic,Marine,457398,49131,46558,59600,19.0337920619046
3300025779,Aquatic,Freshwater,479097,78432,5251,81440,19.0246939424238
3300002174,Engineered,Biotransformation,459831,199739,27444,211931,19.024473397442
3300017929,Aquatic,Freshwater,475827,260606,511,260773,19.0212352239689
3300027539,Host-associated,Arthropoda,401144,2845,1525,4254,19.0207702566046
3300025816,Aquatic,Marine,474003,225494,42395,233535,19.0186296706603
3300025586,Aquatic,Non-marine Saline and Alkaline,458902,203032,19036,203936,19.0145612526897
3300025141,Aquatic,Marine,465125,7081,3568,7193,19.0111013586234
3300018009,Aquatic,Freshwater,467764,199279,770,199678,19.0093212807941
3300025268,Aquatic,Marine,480326,117366,66149,123637,19.0092466663817
3300025413,Aquatic,Freshwater,462336,59819,4112,61994,19.0088172907218
3300025508,Aquatic,Marine,483396,66589,36078,76516,19.0078129107458
3300025099,Aquatic,Marine,485736,31211,16648,34248,19.0076554302451
3300025590,Aquatic,Marine,476631,254595,67325,266451,19.0057956578584
3300027391,Host-associated,Porifera,329357,207801,5581,208304,19.0057004827562
3300027670,Host-associated,Arthropoda,404057,872,1452,2266,19.0038432968291
3300013122,Aquatic,Freshwater,473693,248731,108691,272428,19.0024229800429
3300022847,Aquatic,Non-marine Saline and Alkaline,481672,246585,39069,247541,19.0017417932373
3300026516,Engineered,Wastewater,475862,23185,9786,28525,18.9958136521329
3300027328,Host-associated,Porifera,310071,213926,5208,214426,18.9916061957874
3300017788,Aquatic,Freshwater,454657,160392,8792,161889,18.988645634291
3300023233,Aquatic,Non-marine Saline and Alkaline,482170,182608,20926,182763,18.9855929879407
3300012153,Host-associated,Fungi,480933,78457,104753,117547,18.9849170252915
3300025657,Engineered,Wastewater,476568,278726,64355,288475,18.9827001057155
3300025729,Aquatic,Marine,439731,271629,11590,273908,18.9756024627528
3300012091,Aquatic,Freshwater,460648,33488,1019,33956,18.9754846894262
3300014911,Aquatic,Marine,415720,41278,24047,64708,18.9744454873999
3300022832,Aquatic,Non-marine Saline and Alkaline,471860,94063,43052,105386,18.972852257203
3300011401,Host-associated,Fungi,484394,21543,18845,29448,18.9700530379229
3300025806,Aquatic,Marine,465743,70443,27933,76397,18.9697152442142
3300021509,Aquatic,Marine,460101,118529,33462,150471,18.9655322614424
3300025267,Aquatic,Marine,446364,164110,88953,176624,18.9649691678724
3300020196,Aquatic,Freshwater,421754,157417,5980,161099,18.9622365711639
3300022867,Aquatic,Non-marine Saline and Alkaline,475601,62361,7531,68198,18.9622140158482
3300025735,Host-associated,Plants,465025,251807,308082,317225,18.9620859107362
3300017697,Aquatic,Marine,486727,119477,58041,135667,18.9594709424945
3300025601,Aquatic,Non-marine Saline and Alkaline,434467,103325,11032,108559,18.9556783438255
3300012865,Terrestrial,Soil,456360,268655,250326,364777,18.9535338889093
3300022882,Aquatic,Non-marine Saline and Alkaline,480744,172239,4880,172487,18.947320797351
3300023242,Aquatic,Non-marine Saline and Alkaline,480998,61590,10501,62434,18.9446550420318
3300026208,Aquatic,Marine,461685,232900,55337,248966,18.9425417426851
3300025305,Aquatic,Marine,443007,157954,130255,164995,18.942321619715
3300006879,Terrestrial,Soil,357884,47644,50228,86928,18.9418268675252
3300006498,Host-associated,Human,492308,369787,320979,396538,18.9415464536675
3300025605,Engineered,Wastewater,483913,296930,58802,302271,18.9393552871541
3300024344,Aquatic,Marine,456976,79518,15929,84829,18.9377508941962
3300017646,Terrestrial,Soil,479367,191641,82016,249745,18.9377146980154
3300013102,Host-associated,Plants,446244,143924,230079,248004,18.93262896541
3300014913,Aquatic,Marine,409090,90468,16192,105823,18.9287361142099
3300012086,Host-associated,Fungi,480978,164965,6806,166585,18.9274730745935
3300026103,Aquatic,Marine,450164,34734,33849,41414,18.9222514526373
3300026124,Aquatic,Non-marine Saline and Alkaline,459125,100822,49074,131215,18.9214007582021
3300017470,Aquatic,Thermal springs,468278,59083,38181,65864,18.9158544445064
3300012087,Host-associated,Fungi,481525,7356,9604,14836,18.9116628764907
3300021483,Aquatic,Marine,471470,107765,20655,127027,18.9056905219764
3300027805,Aquatic,Freshwater,385084,35787,120483,135263,18.9053038705815
3300024226,Aquatic,Marine,484282,157530,77146,171447,18.9029921775279
3300005661,Host-associated,Plants,462205,10992,15691,16857,18.9029655289779
3300025382,Aquatic,Freshwater,473116,59053,1629,59614,18.8992949028858
3300017452,Aquatic,Thermal springs,456406,74823,4015,75597,18.8947440429804
3300027607,Aquatic,Marine,403840,1163,2824,2993,18.8940793072164
3300021591,Aquatic,Marine,452996,65832,12294,75644,18.8891614803238
3300022862,Terrestrial,Soil,443698,201426,255581,266904,18.8864359307849
3300025168,Aquatic,Marine,456334,18290,8140,24424,18.877120288639
3300025671,Aquatic,Marine,463636,56166,56330,67010,18.8733733409229
3300025718,Terrestrial,Soil,445581,139576,9689,145054,18.8731802932438
3300012879,Terrestrial,Soil,454912,242187,158525,255576,18.8668943146913
3300021417,Aquatic,Marine,464531,199201,126826,228011,18.8662832907843
3300027380,Terrestrial,Deep subsurface,453088,98667,6962,101910,18.8659416959154
3300023252,Terrestrial,Soil,465071,203745,268147,283340,18.8647502994221
3300025663,Aquatic,Marine,454544,266693,13284,269417,18.8594914951328
3300020591,Terrestrial,Soil,477464,156133,215946,257744,18.859321797203
3300025302,Host-associated,Plants,476071,313657,295066,382576,18.8575685314911
3300021419,Aquatic,Marine,467929,184370,63386,198891,18.8574149758562
3300012678,Aquatic,Freshwater,464364,24345,1587,25370,18.8564649089746
3300027026,Engineered,Lab enrichment,294244,144389,84230,147225,18.8481897504679
3300007346,Aquatic,Marine,466194,58334,56485,67562,18.8387379396074
3300022866,Aquatic,Non-marine Saline and Alkaline,480441,180994,23745,182818,18.8291243417805
3300012878,Terrestrial,Soil,456523,242308,210705,326841,18.827964292583
3300025502,Aquatic,Non-marine Saline and Alkaline,446305,137673,12390,140904,18.8276314067896
3300026195,Engineered,Bioreactor,462058,298195,65584,308501,18.8240222863094
3300025618,Engineered,Wastewater,486175,296661,71722,307011,18.8210256669212
3300025546,Aquatic,Non-marine Saline and Alkaline,389794,103292,38983,122575,18.8210193029631
3300025435,Aquatic,Freshwater,462875,65173,3844,66522,18.8201195687537
3300020139,Aquatic,Thermal springs,454469,297919,31184,298742,18.8201120063909
3300025402,Aquatic,Freshwater,467170,102367,2749,103310,18.8177823943223
3300010368,Aquatic,Marine,437519,97544,69843,115640,18.8170014378663
3300018868,Aquatic,Freshwater,453888,108332,58459,155511,18.8163387948537
3300025613,Engineered,Wastewater,482783,330708,71672,333919,18.8044052260217
3300025376,Aquatic,Freshwater,478570,57225,959,57545,18.8006633216196
3300027689,Aquatic,Freshwater,450433,76657,17483,89086,18.7997819343043
3300025721,Terrestrial,Soil,469962,84238,3731,86932,18.7979936297925
3300017453,Aquatic,Freshwater,460332,127811,3528,129078,18.7972203853985
3300025631,Engineered,Wastewater,484036,292664,59837,298240,18.7966618031499
3300022912,Aquatic,Marine,473617,303136,3514,303764,18.793269559572
3300025582,Terrestrial,Soil,464603,36389,4655,39650,18.7924529106903
3300025638,Engineered,Wastewater,483108,326556,80164,330010,18.7913068536002
3300022848,Aquatic,Non-marine Saline and Alkaline,481389,141882,39818,143761,18.7898856627826
3300025723,Aquatic,Freshwater,447648,36501,3186,37983,18.7890543357949
3300006301,Host-associated,Human,106976,57010,90008,95418,18.7885787262799
3300012151,Host-associated,Fungi,483493,204032,3162,205869,18.7844041310915
3300006456,Host-associated,Human,119360,94720,93862,105188,18.7818245386868
3300017449,Aquatic,Thermal springs,481964,111112,1572,111601,18.7810873079997
3300025292,Host-associated,Plants,298958,221428,155641,249686,18.7805866414206
3300025378,Aquatic,Freshwater,452218,58761,4123,60239,18.7731283834331
3300025381,Aquatic,Freshwater,474423,85829,1857,86812,18.7693529443455
3300008523,Host-associated,Human,896026,781218,620856,801379,18.7656547349618
3300022830,Terrestrial,Peat,465718,56422,5523,59333,18.7528049309148
3300025659,Aquatic,Marine,443581,278752,4053,279529,18.7483805344609
3300024504,Aquatic,Freshwater,469966,184008,117659,187671,18.7482086894157
3300026272,Terrestrial,Soil,467781,76420,100339,129456,18.7413183063587
3300025079,Aquatic,Marine,485280,151897,129659,166629,18.7380608543921
3300018815,Aquatic,Freshwater,461882,84395,61271,132667,18.7371195149392
3300012077,Host-associated,Fungi,485740,33775,26920,48143,18.7346596198866
3300015370,Aquatic,Freshwater,476227,22396,10182,28459,18.7317024218508
3300025483,Aquatic,Marine,441777,268727,71519,274597,18.7294707511473
3300025264,Aquatic,Marine,447257,249646,209593,259713,18.7276579088639
3300023243,Aquatic,Non-marine Saline and Alkaline,476135,137244,21223,142784,18.7273154781919
3300012081,Host-associated,Fungi,485034,17757,7763,23963,18.7271567125529
3300007793,Host-associated,Human,826006,705732,648005,749045,18.7268683314025
3300025400,Aquatic,Freshwater,463408,95366,2001,96046,18.7163263624213
3300025293,Aquatic,Marine,458139,153876,142272,188534,18.7140662289279
3300025282,Aquatic,Marine,441772,172320,153604,176561,18.7130462433352
3300025416,Aquatic,Freshwater,462838,75356,2814,77011,18.7026497083717
3300025236,Aquatic,Marine,479788,291886,213800,313195,18.7024129313303
3300012149,Host-associated,Fungi,486205,59087,17238,68821,18.7001547470638
3300023231,Aquatic,Non-marine Saline and Alkaline,478058,197071,64750,199540,18.6989207178037
3300025047,Aquatic,Marine,488321,123358,158984,198048,18.6948341353718
3300025572,Engineered,Lab enrichment,303997,225614,22245,228015,18.6934790870153
3300025430,Aquatic,Freshwater,465774,107100,3463,108067,18.6930619804796
3300025096,Aquatic,Marine,485620,29191,22425,33546,18.6887981001524
3300014153,Aquatic,Freshwater,473754,184210,696,184620,18.6882625059437
3300022836,Aquatic,Non-marine Saline and Alkaline,483156,232551,35642,234509,18.6873106056114
3300012165,Host-associated,Fungi,483742,206912,10870,211334,18.6870547557302
3300021502,Aquatic,Marine,454745,100097,5780,104860,18.680224519008
3300025052,Aquatic,Marine,483589,197112,179848,213822,18.6791817188123
3300025777,Aquatic,Freshwater,472067,51295,3077,52754,18.6777766277257
3300022861,Terrestrial,Peat,453100,39553,1219,39961,18.6756049989677
3300025423,Aquatic,Freshwater,465656,87899,2671,89022,18.6735724443029
3300012183,Aquatic,Freshwater,482077,22750,1858,24071,18.6699041945871
3300019093,Aquatic,Freshwater,470140,83769,50829,124737,18.6692434202654
3300012269,Aquatic,Non-marine Saline and Alkaline,480771,105230,21342,110445,18.6656699896151
3300008362,Host-associated,Human,548290,437997,407297,460837,18.6631784234778
3300025656,Aquatic,Marine,466734,280774,13450,284978,18.6599554804089
3300025571,Engineered,Lab enrichment,298164,228068,21734,230246,18.6599268257255
3300021343,Aquatic,Marine,484524,213870,63504,249668,18.65991761715
3300012156,Host-associated,Fungi,482323,205715,10006,210075,18.6590016642785
3300012170,Aquatic,Non-marine Saline and Alkaline,482222,245667,121457,260283,18.6510903036063
3300012887,Host-associated,Annelida,472150,5409,399,5573,18.6439714485993
3300021341,Aquatic,Marine,474661,207730,61971,245326,18.6392805676357
3300027679,Aquatic,Freshwater,441085,89346,11445,96046,18.6390735741307
3300025370,Aquatic,Freshwater,480821,48102,2656,49102,18.6388621213875
3300021338,Aquatic,Marine,476846,245722,55651,273776,18.6346527619226
3300025265,Aquatic,Marine,398118,175004,43262,186910,18.631479014105
3300025589,Engineered,Wastewater,484279,305407,58827,310452,18.6222760164027
3300025369,Aquatic,Freshwater,477579,67233,1842,67943,18.6219585416862
3300023237,Aquatic,Non-marine Saline and Alkaline,479960,141813,8713,143569,18.6096957105941
3300024971,Aquatic,Freshwater,392265,203041,48394,211669,18.6041313677112
3300027509,Host-associated,Algae,459628,131156,1532,132394,18.6038744480095
3300026219,Air,Outdoor Air,429520,157004,163495,186649,18.5968514094311
3300008618,Host-associated,Human,143819,83147,116880,121447,18.5910666853403
3300023232,Terrestrial,Peat,465427,46094,1074,46743,18.5866754451512
3300022902,Aquatic,Marine,476476,307894,3190,308553,18.584628489918
3300017998,Aquatic,Freshwater,473930,264194,317,264294,18.5837831048007
3300018003,Aquatic,Freshwater,473011,228170,831,228705,18.5827222802053
3300004087,Host-associated,Annelida,478953,37924,3498,38780,18.5822105394417
3300012861,Host-associated,Insecta,455850,286010,117660,308783,18.5803793924354
3300006977,Host-associated,Human,22762,21615,22282,22363,18.5796029671299
3300026140,Aquatic,Non-marine Saline and Alkaline,459083,118767,54236,152941,18.5773329295138
3300025702,Engineered,Wastewater,484245,264164,88339,271874,18.5762562329281
3300026104,Aquatic,Marine,453977,11303,9440,12399,18.5728975517403
3300025048,Aquatic,Marine,480477,185992,165034,201410,18.5642415440404
3300012864,Terrestrial,Soil,456056,298890,244892,375204,18.562151757305
3300012080,Host-associated,Fungi,484881,259033,209533,341249,18.559940248001
3300025085,Aquatic,Marine,481131,33863,16626,36520,18.5529180674353
3300012060,Host-associated,Fungi,484100,209497,3512,211364,18.5509575352796
3300027114,Terrestrial,Deep subsurface,467899,86817,18588,98597,18.5482649072795
3300025216,Aquatic,Marine,483354,314649,198191,328295,18.5475178878609
3300011187,Aquatic,Non-marine Saline and Alkaline,481203,153558,29692,157929,18.5350312981652
3300002167,Engineered,Biotransformation,367214,228194,62033,243667,18.5342441008325
3300025122,Aquatic,Marine,458623,112046,105231,114851,18.5300760320484
3300025284,Host-associated,Plants,178989,143386,107871,157262,18.5247425054753
3300021416,Aquatic,Marine,471466,227615,156448,263976,18.5173752035387
3300018002,Aquatic,Freshwater,475625,245021,861,245513,18.5168074308817
3300012859,Terrestrial,Soil,460465,311590,197584,319496,18.5149174716921
3300025296,Aquatic,Marine,444543,252984,190002,268735,18.5122915452728
3300026194,Engineered,Bioreactor,474204,319656,86878,329479,18.5085449053482
3300025300,Aquatic,Marine,455023,198594,163137,203076,18.5081862512461
3300008081,Host-associated,Human,670726,582031,540489,606586,18.5075150703075
3300010156,Aquatic,Freshwater,472963,81900,40887,100320,18.5063921883604
3300008059,Host-associated,Human,207736,174876,183694,199845,18.5039006121093
3300023049,Aquatic,Non-marine Saline and Alkaline,482424,140858,3555,141319,18.4987247401075
3300011188,Aquatic,Non-marine Saline and Alkaline,475661,32096,8090,34878,18.4971320135182
3300012082,Host-associated,Fungi,479896,270467,135881,302684,18.493000317569
3300026992,Engineered,Lab enrichment,222559,87168,37937,115392,18.4901622436238
3300025101,Aquatic,Marine,487403,20438,9575,21654,18.4888602634023
3300018790,Aquatic,Freshwater,452526,95994,41912,126839,18.4862816624325
3300022857,Aquatic,Non-marine Saline and Alkaline,482929,144676,12941,145714,18.4784839826053
3300018405,Aquatic,Freshwater,274072,48156,81775,99895,18.4714597176065
3300025781,Aquatic,Freshwater,466605,48784,1571,49512,18.4663658066748
3300025696,Aquatic,Marine,387522,249414,50304,255794,18.4615726910564
3300018411,Aquatic,Freshwater,289039,51265,92109,112277,18.4597285349208
3300021590,Aquatic,Marine,453836,68215,26514,93463,18.4530329442312
3300025298,Host-associated,Plants,465576,340682,205430,391416,18.4480351669339
3300023247,Terrestrial,Peat,452563,44941,1608,45253,18.4448893746261
