uid,domainID,siteID,plotID,namedLocation,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF,publicationDate,release
58c930fb-1f6f-4655-ac2f-b7da0d6b124e,D01,BART,BART_001,BART_001.basePlot.bgc,2017-06-12T17:31Z,,NEON.DOC.014048vF,BART_001-O-35.5-26.5-20170612|BART_001-O-17.5-38.5-20170612|BART_001-O-24-3.5-20170612,BART_001-O-20170612-COMP,,OK,chines@field-ops.org,,,20211222T015853Z,RELEASE-2022
4ac162a4-a827-439c-8586-763969c589a5,D01,BART,BART_002,BART_002.basePlot.bgc,2017-06-12T19:53Z,,NEON.DOC.014048vF,BART_002-O-31-25.5-20170612|BART_002-O-4.5-14-20170612|BART_002-O-2-28.5-20170612,BART_002-O-20170612-COMP,,OK,chines@field-ops.org,,,20211222T015853Z,RELEASE-2022
3a470d9b-d6b0-48d6-ac73-dcae2fd6e586,D01,BART,BART_071,BART_071.basePlot.bgc,2017-06-13T12:57Z,,NEON.DOC.014048vF,BART_071-O-3.5-5.5-20170613|BART_071-O-29-39-20170613|BART_071-O-0.5-34-20170613,BART_071-O-20170613-COMP,,OK,chines@field-ops.org,,,20211222T015853Z,RELEASE-2022
85166b38-a7fd-4552-ae76-545fab452595,D01,BART,BART_040,BART_040.basePlot.bgc,2017-06-13T14:25Z,,NEON.DOC.014048vF,BART_040-O-7.5-31-20170613|BART_040-O-36.5-17.5-20170613|BART_040-O-36.5-32-20170613,BART_040-O-20170613-COMP,,OK,chines@field-ops.org,,,20211222T015853Z,RELEASE-2022
dd1fc180-03cb-42c3-8dc0-28431f002112,D01,BART,BART_036,BART_036.basePlot.bgc,2017-06-13T17:03Z,,NEON.DOC.014048vF,BART_036-O-3.5-23.5-20170613|BART_036-O-24.5-0-20170613|BART_036-O-34.5-27.5-20170613,BART_036-O-20170613-COMP,,OK,sgoudreau@battelleecology.org,,,20211222T015853Z,RELEASE-2022
dff3911f-0e99-4f62-88cd-1d888ecbf831,D01,BART,BART_042,BART_042.basePlot.bgc,2017-06-13T18:19Z,,NEON.DOC.014048vF,BART_042-O-38.5-34-20170613|BART_042-O-5-27-20170613|BART_042-O-2.5-14-20170613,BART_042-O-20170613-COMP,,OK,Sgoudreau@battelleecology.org,,,20211222T015853Z,RELEASE-2022
1d669096-ed93-4f51-aef0-086ea4c6c614,D01,BART,BART_003,BART_003.basePlot.bgc,2017-06-14T12:47Z,,NEON.DOC.014048vF,BART_003-O-13-39-20170614|BART_003-O-38-4.5-20170614|BART_003-O-31.5-36.5-20170614,BART_003-O-20170614-COMP,,OK,sgoudreau@battelleecology.org,,,20211222T015853Z,RELEASE-2022
dbd07faa-f7db-40b5-9067-45d5064bc697,D01,BART,BART_024,BART_024.basePlot.bgc,2017-06-14T14:12Z,,NEON.DOC.014048vF,BART_024-O-0-0-20170614|BART_024-O-22.5-1.5-20170614|BART_024-O-39-24.5-20170614,BART_024-O-20170614-COMP,,OK,sgoudreau@battelleecology.org,,,20211222T015853Z,RELEASE-2022
e4bd5269-9479-4a23-b041-d92f79b62c29,D01,BART,BART_023,BART_023.basePlot.bgc,2017-06-14T15:56Z,,NEON.DOC.014048vF,BART_023-O-34.5-3-20170614|BART_023-O-33-30.5-20170614|BART_023-O-4.5-23.5-20170614,BART_023-O-20170614-COMP,,OK,Sgoudreau@battelleecology.org,,,20211222T015853Z,RELEASE-2022
a4a6c1f6-aaa1-4b9d-8400-faf8611393a7,D01,BART,BART_004,BART_004.basePlot.bgc,2017-06-14T18:42Z,,NEON.DOC.014048vF,BART_004-O-7-17-20170614|BART_004-O-9-27.5-20170614|BART_004-O-39.5-36.5-20170614,BART_004-O-20170614-COMP,,OK,Sgoudreau@battelleecology.org,,,20211222T015853Z,RELEASE-2022
7b1ecf17-ad81-4345-9354-7c5427f403cc,D01,BART,BART_071,BART_071.basePlot.bgc,2021-06-08T18:48Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_071-O-33-26.5-20210608|BART_071-O-3.5-22-20210608|BART_071-O-4-17-20210608,BART_071-O-20210608-COMP,B00000068183,OK,0000-0002-7459-3860,,,20220407T140016Z,PROVISIONAL
d04c028c-8647-4149-858c-ff090886ccfa,D01,BART,BART_040,BART_040.basePlot.bgc,2021-06-08T20:36Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_040-O-8-34.5-20210608|BART_040-O-9.5-0.5-20210608|BART_040-O-36.5-31.5-20210608,BART_040-O-20210608-COMP,B00000068181,OK,0000-0002-7459-3860,,,20220407T140016Z,PROVISIONAL
fe16e29d-0ee9-4019-bd87-46c6cee0d327,D01,BART,BART_002,BART_002.basePlot.bgc,2021-06-09T14:42Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_002-O-8.5-12-20210609|BART_002-O-39.5-22.5-20210609|BART_002-O-0.5-24.5-20210609,BART_002-O-20210609-COMP,B00000068187,OK,0000-0002-7459-3860,,,20220407T140016Z,PROVISIONAL
5b6c9cdb-c680-4bb7-aa14-c6ac6de30ad3,D01,BART,BART_001,BART_001.basePlot.bgc,2021-06-09T14:16Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_001-O-17.5-2-20210609|BART_001-O-1-34-20210609|BART_001-O-36-39.5-20210609,BART_001-O-20210609-COMP,B00000068188,OK,0000-0003-1934-4447,,,20220407T140016Z,PROVISIONAL
cb1c55ba-3afa-4147-8543-717971ba889d,D01,BART,BART_036,BART_036.basePlot.bgc,2021-06-09T18:17Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_036-O-31.5-0-20210609|BART_036-O-39.5-38-20210609|BART_036-O-19.5-9-20210609,BART_036-O-20210609-COMP,B00000068182,OK,0000-0002-7459-3860,,,20220407T140016Z,PROVISIONAL
5010ba2d-6724-4a94-81df-459b779d5312,D01,BART,BART_042,BART_042.basePlot.bgc,2021-06-09T20:01Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_042-O-36-27.5-20210609|BART_042-O-6.5-28.5-20210609|BART_042-O-8-14-20210609,BART_042-O-20210609-COMP,B00000068184,OK,0000-0002-7459-3860,,,20220407T140016Z,PROVISIONAL
d6d23496-48d8-4328-9a13-576dbf5ecd34,D01,BART,BART_004,BART_004.basePlot.bgc,2021-06-10T14:34Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_004-O-39-1.5-20210610|BART_004-O-2-28-20210610|BART_004-O-14.5-6.5-20210610,BART_004-O-20210610-COMP,B00000068189,OK,0000-0001-9529-4416,,,20220407T140016Z,PROVISIONAL
c2790550-a3ed-48cd-ade2-66de23bfc448,D01,BART,BART_003,BART_003.basePlot.bgc,2021-06-10T18:01Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_003-O-7-3.5-20210610|BART_003-O-38.5-15-20210610|BART_003-O-16.5-31-20210610,BART_003-O-20210610-COMP,B00000068186,OK,0000-0002-9520-4182,,,20220407T140016Z,PROVISIONAL
30d2fd0e-fa7e-4748-8340-bb1986302984,D01,BART,BART_023,BART_023.basePlot.bgc,2021-06-10T20:18Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_023-O-39.5-39-20210610|BART_023-O-10.5-35-20210610|BART_023-O-37.5-3.5-20210610,BART_023-O-20210610-COMP,B00000068190,OK,0000-0002-9520-4182,,,20220407T140016Z,PROVISIONAL
c56fd381-d6f8-47d2-ac4c-a5cec036e508,D01,BART,BART_005,BART_005.basePlot.bgc,2021-06-11T12:22Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_005-O-37-33.5-20210611|BART_005-O-2.5-16.5-20210611|BART_005-O-7.5-21-20210611,BART_005-O-20210611-COMP,B00000068185,OK,0000-0001-9529-4416,,,20220407T140016Z,PROVISIONAL
da4f5e0b-4824-4641-8bd1-d1b8caa4078a,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-07-09T15:30Z,,NEON.DOC.014048vB,HARV_013-M-38-5-20130709|HARV_013-M-9-22-20130709|HARV_013-M-22-37-20130709,HARV_013-M-20130709-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20211221T000826Z,RELEASE-2022
175f0c5f-b4e3-497e-b427-d079379cfc12,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-07-09T18:45Z,,NEON.DOC.014048vB,HARV_001-M-22-2-20130709|HARV_001-M-9-26-20130709|HARV_001-M-25-38-20130709,HARV_001-M-20130709-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20211221T000826Z,RELEASE-2022
1bacfc8b-e8bf-48e8-bb19-55481a9a1d5b,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-07-09T21:21Z,,NEON.DOC.014048vB,HARV_004-M-5-35-20130709|HARV_004-M-16-35-20130709|HARV_004-M-34-37-20130709,HARV_004-M-20130709-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20211221T000826Z,RELEASE-2022
7c7e2527-e556-4a8b-a5f6-bcbb2346da40,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-07-09T23:39Z,,NEON.DOC.014048vB,HARV_016-M-1-1-20130709|HARV_016-M-22-33-20130709|HARV_016-M-3-10-20130709,HARV_016-M-20130709-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20211221T000826Z,RELEASE-2022
179896f8-6326-4a61-8769-a20a5d37cc86,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-11-22T14:18Z,,NEON.DOC.014048vB,HARV_013-O-31-27-20131122|HARV_013-O-4-14-20131122|HARV_013-O-24-9-20131122,HARV_013-O-20131122-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20211221T002830Z,RELEASE-2022
9189f0ba-d78c-4b3a-8da0-ad4cf6c6ea5f,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-11-22T15:50Z,,NEON.DOC.014048vB,HARV_001-O-13-7-20131122|HARV_001-O-30-7-20131122|HARV_001-O-35-29-20131122,HARV_001-O-20131122-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20211221T002830Z,RELEASE-2022
3d2939ab-370f-41df-be87-aad386d2aae2,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-11-22T15:50Z,,NEON.DOC.014048vB,HARV_001-M-30-7-20131122|HARV_001-M-13-7-20131122|HARV_001-M-35-29-20131122,HARV_001-M-20131122-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20211221T002830Z,RELEASE-2022
5397b087-af5d-4934-a29e-43af035ad35b,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-11-22T17:25Z,,NEON.DOC.014048vB,HARV_004-O-19-1-20131122|HARV_004-O-31-8-20131122|HARV_004-O-29-34-20131122,HARV_004-O-20131122-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20211221T002830Z,RELEASE-2022
2aa37a8c-edf1-4290-af2d-c914082e0872,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2016-08-02T14:50Z,,NEON.DOC.014048vF,HARV_035-O-4-9-20160802|HARV_035-O-30-35-20160802|HARV_035-O-2-36.5-20160802,HARV_035-O-20160802-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
cc1fcd57-1438-4e27-a969-38d056e19f49,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2016-08-02T16:22Z,,NEON.DOC.014048vF,HARV_033-O-19.5-36.5-20160802|HARV_033-O-21.5-37.5-20160802|HARV_033-O-31-8-20160802,HARV_033-O-20160802-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
78c9329f-11c2-4713-804f-b7cec0d21b07,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2016-08-02T17:52Z,,NEON.DOC.014048vF,HARV_037-O-25.5-38.5-20160802|HARV_037-O-28.5-1-20160802|HARV_037-O-5-18-20160802,HARV_037-O-20160802-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
42987cfa-a7a3-4fb1-a98e-766d3bd96f96,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2016-08-02T19:05Z,,NEON.DOC.014048vF,HARV_034-O-18-8-20160802|HARV_034-O-36.5-37.5-20160802|HARV_034-O-38-2.5-20160802,HARV_034-O-20160802-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
5a1afa2f-eb4f-41a4-a4d4-c6edff85a408,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2016-08-03T14:11Z,,NEON.DOC.014048vF,HARV_013-O-1.5-8.5-20160803|HARV_013-O-23.5-38-20160803|HARV_013-O-5-30.5-20160803,HARV_013-O-20160803-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
d365e42d-4ba1-46eb-9560-769e5c87f970,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2016-08-03T16:12Z,,NEON.DOC.014048vF,HARV_001-O-38.5-1-20160803|HARV_001-O-30.5-37.5-20160803|HARV_001-O-2.5-18-20160803,HARV_001-O-20160803-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
ce360b11-193c-4cf3-ab84-53644f9aadb8,D01,HARV,HARV_010,HARV_010.basePlot.bgc,2016-08-03T17:57Z,,NEON.DOC.014048vF,HARV_010-O-28-6-20160803|HARV_010-O-32.5-29.5-20160803|HARV_010-O-7-6-20160803,HARV_010-O-20160803-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
fa28ca32-89a5-4824-ba56-872ef89bb588,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2016-08-03T19:26Z,,NEON.DOC.014048vF,HARV_004-O-9.5-33-20160803|HARV_004-O-8.5-14-20160803|HARV_004-O-24.5-1-20160803,HARV_004-O-20160803-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
b838ea40-9e36-49e5-b687-7e82a9214032,D01,HARV,HARV_020,HARV_020.basePlot.bgc,2016-08-11T18:27Z,,NEON.DOC.014048vF,HARV_020-O-31-27-20160811|HARV_020-O-35.5-7.5-20160809|HARV_020-O-17-31-20160811,HARV_020-O-20160809-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
5ff3ba7f-4b15-4ddf-91a1-20304a9fefb9,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2016-08-09T17:25Z,,NEON.DOC.014048vF,HARV_002-O-19.5-39-20160809|HARV_002-O-39-7-20160809|HARV_002-O-1.5-7-20160809,HARV_002-O-20160809-COMP,,OK,agray@field-ops.org,,,20211222T034833Z,RELEASE-2022
48efe0ab-b19a-493c-be77-eddc1a942693,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2017-07-31T15:27Z,,NEON.DOC.014048vJ,HARV_001-O-21.5-30.5-20170731|HARV_001-O-7-32-20170731|HARV_001-O-27-2-20170731,HARV_001-O-20170731-COMP,,OK,chines@field-ops.org,,,20211222T002626Z,RELEASE-2022
6f5f23c0-d8a3-49f9-8850-e94b25e6cfda,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2017-07-31T17:45Z,,NEON.DOC.014048vF,HARV_037-O-22.5-37.5-20170731|HARV_037-O-1-36.5-20170731|HARV_037-O-38.5-5.5-20170731,HARV_037-O-20170731-COMP,,OK,jbreault@field-ops.org,,,20211222T002626Z,RELEASE-2022
bc17c940-9786-42d2-8301-4c42e5141fd0,D01,HARV,HARV_010,HARV_010.basePlot.bgc,2017-07-31T16:54Z,,NEON.DOC.014048vJ,HARV_010-O-37-36-20170731|HARV_010-O-9.5-20.5-20170731|HARV_010-O-0.5-7-20170731,HARV_010-O-20170731-COMP,,OK,ramundson@field-ops.org,,,20211222T002626Z,RELEASE-2022
43b5bb4c-ff3d-48df-af4a-c0196358d23a,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2017-07-31T18:46Z,,NEON.DOC.014048vJ,HARV_004-O-6.5-15-20170731|HARV_004-O-27-33-20170731|HARV_004-O-2-38.5-20170731,HARV_004-O-20170731-COMP,,OK,chines@field-ops.org,,,20211222T002626Z,RELEASE-2022
75abdca6-d465-4c20-b3c3-09ac73e4b4df,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2017-07-31T19:48Z,,NEON.DOC.014048vJ,HARV_034-O-39-37-20170731|HARV_034-O-39.5-15-20170731|HARV_034-O-19.5-37.5-20170731,HARV_034-O-20170731-COMP,,OK,jbreault@field-ops.org,,,20211222T002626Z,RELEASE-2022
63a8d424-d76d-4b57-ac55-7bc078a1ce28,D01,HARV,HARV_020,HARV_020.basePlot.bgc,2017-07-31T20:13Z,,NEON.DOC.014048vJ,HARV_020-O-4-36-20170731|HARV_020-O-27-37.5-20170731|HARV_020-O-22.5-2-20170731,HARV_020-O-20170731-COMP,,OK,ramundson@field-ops.org,,,20211222T002626Z,RELEASE-2022
d9ed7d5c-ab11-460f-87fa-88331e90cd64,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2017-08-01T12:04Z,,NEON.DOC.014048vJ,HARV_035-O-31-18.5-20170801|HARV_035-O-0-3-20170801|HARV_035-O-34.5-26-20170801,HARV_035-O-20170801-COMP,,OK,jbreault@field-ops.org,,,20211221T223145Z,RELEASE-2022
3053ec3e-ae51-466c-8381-db6098bc9983,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2017-08-01T13:14Z,,NEON.DOC.014048vJ,HARV_033-O-12-31-20170801|HARV_033-O-36.5-26-20170801|HARV_033-O-19.5-0.5-20170801,HARV_033-O-20170801-COMP,,OK,sstevens@battelleecology.org,,,20211221T223145Z,RELEASE-2022
811086d7-5b99-4457-8b7a-c3d1cda935c1,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2017-08-01T13:37Z,,NEON.DOC.014048vJ,HARV_013-O-1-9-20170801|HARV_013-O-25-33-20170801|HARV_013-O-21-4.5-20170801,HARV_013-O-20170801-COMP,,OK,chines@field-ops.org,,,20211221T223145Z,RELEASE-2022
14da46c9-ada9-496f-8aa5-5a4483c8cc14,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2017-08-01T16:01Z,,NEON.DOC.014048vJ,HARV_002-O-16-1.5-20170801|HARV_002-O-21-35-20170801|HARV_002-O-3.5-25.5-20170801,HARV_002-O-20170801-COMP,,OK,chines@field-ops.org,,,20211221T223145Z,RELEASE-2022
668a63fb-252e-4706-a73d-5ecd2b5a2a1c,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2018-07-09T17:54Z,,NEON.DOC.014048vF,HARV_033-O-8.5-15.5-20180709|HARV_033-O-21-34.5-20180709|HARV_033-O-6.5-31.5-20180709,HARV_033-O-20180709-COMP,D00000007964,OK,muffenbeck@battelleecology.org,,,20211221T223716Z,RELEASE-2022
d68d0f64-06f3-41a2-8db4-a2a9af9d6e3a,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2018-07-09T18:10Z,,NEON.DOC.014048vF,HARV_033-M-21-34.5-20180709|HARV_033-M-6.5-31.5-20180709|HARV_033-M-8.5-15.5-20180709,HARV_033-M-20180709-COMP,D00000007965,OK,muffenbeck@battelleecology.org,,,20211221T223716Z,RELEASE-2022
52d306fa-2fef-4f54-91e9-1031df55d889,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2018-07-09T19:47Z,,NEON.DOC.014048vK,HARV_035-O-8-24.5-20180709|HARV_035-O-21-4-20180709|HARV_035-O-38-33.5-20180709,HARV_035-O-20180709-COMP,D00000007968,OK,opiscitelli@battelleecology.org,,,20211221T223716Z,RELEASE-2022
92a834ca-0d95-4557-8462-6376dd90ee44,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2018-07-09T20:05Z,,NEON.DOC.014048vK,HARV_035-M-38-33.5-20180709|HARV_035-M-21-4-20180709|HARV_035-M-8-24.5-20180709,HARV_035-M-20180709-COMP,D00000007969,OK,opiscitelli@battelleecology.org,,,20211221T223716Z,RELEASE-2022
4fca8889-da15-4137-be57-a43bf52e7093,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2018-07-10T14:01Z,,NEON.DOC.014048vK,HARV_034-O-15.5-30-20180709|HARV_034-O-26-6-20180710|HARV_034-O-16.5-4.5-20180710,HARV_034-O-20180709-COMP,D00000007966,OK,opiscitelli@battelleecology.org,,,20211221T223716Z,RELEASE-2022
cb2d9f69-15ef-4920-a422-61ea32ada267,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2018-07-10T14:20Z,,NEON.DOC.014048vK,HARV_034-M-26-6-20180710|HARV_034-M-15.5-30-20180709|HARV_034-M-16.5-4.5-20180710,HARV_034-M-20180709-COMP,D00000007967,OK,opiscitelli@battelleecology.org,,,20211221T223716Z,RELEASE-2022
15e5e7e7-5650-459b-9e0d-7cf01ab22ec6,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2018-07-10T15:58Z,,NEON.DOC.014048vF,HARV_004-O-15-0.5-20180710|HARV_004-O-33.5-2.5-20180710|HARV_004-O-28.5-34-20180710,HARV_004-O-20180710-COMP,D00000007956,OK,muffenbeck@battelleecology.org,,,20211221T223716Z,RELEASE-2022
6fe7f4bf-883d-4c8d-a0b9-f28014f2210d,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2018-07-10T16:27Z,,NEON.DOC.014048vF,HARV_004-M-28.5-34-20180710|HARV_004-M-15-0.5-20180710|HARV_004-M-33.5-2.5-20180710,HARV_004-M-20180710-COMP,D00000007957,OK,muffenbeck@battelleecology.org,,,20211221T223716Z,RELEASE-2022
6043b0a4-b69c-4467-97df-383d10717a0f,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2018-07-10T17:35Z,,NEON.DOC.014048vK,HARV_037-O-5-13.5-20180710|HARV_037-O-34-39-20180710|HARV_037-O-0-34.5-20180710,HARV_037-O-20180710-COMP,D00000007970,OK,opiscitelli@battelleecology.org,,,20211221T223716Z,RELEASE-2022
423ad2e0-4b95-4b5c-b8c3-82cd9fe32cb6,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2018-07-10T17:53Z,,NEON.DOC.014048vK,HARV_037-M-34-39-20180710|HARV_037-M-0-34.5-20180710|HARV_037-M-5-13.5-20180710,HARV_037-M-20180710-COMP,D00000007971,OK,opiscitelli@battelleecology.org,,,20211221T223716Z,RELEASE-2022
1bb78efe-7b0c-435e-bbad-16113be46ffd,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2018-07-10T19:59Z,,NEON.DOC.014048vF,HARV_001-O-27-32.5-20180710|HARV_001-O-20-3-20180710|HARV_001-O-7.5-15-20180710,HARV_001-O-20180710-COMP,D00000007952,OK,muffenbeck@battelleecology.org,,,20211221T223716Z,RELEASE-2022
c93b8a64-510d-48b6-b4d9-15736e5fd519,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2018-07-10T20:13Z,,NEON.DOC.014048vF,HARV_001-M-7.5-15-20180710|HARV_001-M-27-32.5-20180710|HARV_001-M-20-3-20180710,HARV_001-M-20180710-COMP,D00000007953,OK,muffenbeck@battelleecology.org,,,20211221T223716Z,RELEASE-2022
69aa8b90-0d95-4344-a283-349e5006142c,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2018-07-11T14:37Z,,NEON.DOC.014048vK,HARV_002-O-21.5-4-20180711|HARV_002-O-9-4-20180711|HARV_002-O-1-33.5-20180711,HARV_002-O-20180711-COMP,D00000007954,OK,muffenbeck@battelleecology.org,,,20211221T223716Z,RELEASE-2022
1bb705f7-ac16-4e57-88c1-6a4c3e6f32c4,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2018-07-11T14:57Z,,NEON.DOC.014048vK,HARV_002-M-21.5-4-20180711|HARV_002-M-9-4-20180711|HARV_002-M-1-33.5-20180711,HARV_002-M-20180711-COMP,D00000007955,OK,muffenbeck@battelleecology.org,,,20211221T223716Z,RELEASE-2022
