uid,namedLocation,domainID,siteID,plotID,plotType,collectDate,samplingProtocolVersion,sampleID,sampleCode,kclSampleID,kclSampleCode,incubationPairID,nTransBoutType,incubationLength,extractionStartDate,kclReferenceID,soilFreshMass,kclVolume,extractionEndDate,sampleCondition,remarks,processedBy,recordedBy,dataQF,publicationDate,release
1f948957-f3c5-402d-9150-3963624d0fc8,HARV_004.basePlot.bgc,D01,HARV,HARV_004,distributed,2018-04-18T17:07Z,NEON.DOC.014048vK,HARV_004-M-36-30.5-20180418,A00000001230,HARV_004-M-36-30.5-20180418-KCL,B00000006277,HARV_004-M-36-30.5,tInitial,0,2018-04-19T15:49Z,HARV-20180419-BRef1,10.05,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
913354ac-0f92-4c06-a0e7-7b8cf5112ee8,HARV_004.basePlot.bgc,D01,HARV,HARV_004,distributed,2018-04-18T17:22Z,NEON.DOC.014048vK,HARV_004-O-21-0-20180418,A00000001250,HARV_004-O-21-0-20180418-KCL,B00000006323,HARV_004-O-21-0,tInitial,0,2018-04-19T15:11Z,HARV-20180419-BRef1,10,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
e81cb68f-a443-4cb9-a2e5-461abe1de0c0,HARV_004.basePlot.bgc,D01,HARV,HARV_004,distributed,2018-04-18T17:32Z,NEON.DOC.014048vK,HARV_004-M-21-0-20180418,A00000001229,HARV_004-M-21-0-20180418-KCL,B00000006315,HARV_004-M-21-0,tInitial,0,2018-04-19T16:57Z,HARV-20180419-BRef1,10.23,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
8c86bf56-23e1-47a6-8f2c-b4447692fc59,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T18:02Z,NEON.DOC.014048vK,HARV_034-O-7-1-20180418,A00000001277,HARV_034-O-7-1-20180418-KCL,B00000006305,HARV_034-O-7-1,tInitial,0,2018-04-19T16:51Z,HARV-20180419-BRef1,10.23,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
a81048d8-f80c-487c-8dd4-ee608fe393c4,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T18:12Z,NEON.DOC.014048vK,HARV_034-M-7-1-20180418,A00000001276,HARV_034-M-7-1-20180418-KCL,B00000006318,HARV_034-M-7-1,tInitial,0,2018-04-19T15:32Z,HARV-20180419-BRef1,10.11,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
4b4cd62a-d5cf-4514-86f7-1da466b2dea1,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T18:26Z,NEON.DOC.014048vK,HARV_001-O-37.5-12.5-20180418,A00000001226,HARV_001-O-37.5-12.5-20180418-KCL,B00000006303,HARV_001-O-37.5-12.5,tInitial,0,2018-04-19T15:01Z,HARV-20180419-BRef1,10.04,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
80f73fc3-ce10-478d-9da3-abcb386747a5,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T18:36Z,NEON.DOC.014048vK,HARV_001-M-37.5-12.5-20180418,A00000001223,HARV_001-M-37.5-12.5-20180418-KCL,B00000006279,HARV_001-M-37.5-12.5,tInitial,0,2018-04-19T14:42Z,HARV-20180419-BRef1,10.03,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
3188436a-2316-4de2-b59d-0669e27f5720,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T18:37Z,NEON.DOC.014048vK,HARV_034-O-10-36-20180418,A00000001273,HARV_034-O-10-36-20180418-KCL,B00000006310,HARV_034-O-10-36,tInitial,0,2018-04-19T15:39Z,HARV-20180419-BRef1,10.14,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
3e96acac-c41c-44e8-b3a1-2500d9342cda,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T18:43Z,NEON.DOC.014048vK,HARV_034-M-10-36-20180418,A00000001274,HARV_034-M-10-36-20180418-KCL,B00000006314,HARV_034-M-10-36,tInitial,0,2018-04-19T17:31Z,HARV-20180419-BRef1,10.2,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
bd066096-b01c-4e09-a3dd-7f7524dc6fcc,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T18:50Z,NEON.DOC.014048vK,HARV_001-O-28-35-20180418,A00000001222,HARV_001-O-28-35-20180418-KCL,B00000006301,HARV_001-O-28-35,tInitial,0,2018-04-19T15:16Z,HARV-20180419-BRef1,10.09,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
28913924-52e7-46a6-ab02-14514fc716b2,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T19:03Z,NEON.DOC.014048vK,HARV_001-M-28-35-20180418,A00000001224,HARV_001-M-28-35-20180418-KCL,B00000006286,HARV_001-M-28-35,tInitial,0,2018-04-19T14:52Z,HARV-20180419-BRef1,10.24,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
79a82cf7-729f-4c65-bf19-2a5ed82c10ab,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T19:04Z,NEON.DOC.014048vK,HARV_034-O-26-8-20180418,A00000001278,HARV_034-O-26-8-20180418-KCL,B00000006311,HARV_034-O-26-8,tInitial,0,2018-04-19T15:44Z,HARV-20180419-BRef1,10.37,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
7ef8afa0-dd78-43cc-a229-6ad05d20c543,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T19:15Z,NEON.DOC.014048vK,HARV_001-O-9-34.5-20180418,A00000001225,HARV_001-O-9-34.5-20180418-KCL,B00000006304,HARV_001-O-9-34.5,tInitial,0,2018-04-19T17:02Z,HARV-20180419-BRef1,10.31,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
7b46a259-330f-4449-9697-d221737bad99,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T19:15Z,NEON.DOC.014048vK,HARV_034-M-26-8-20180418,A00000001275,HARV_034-M-26-8-20180418-KCL,B00000006317,HARV_034-M-26-8,tInitial,0,2018-04-19T17:14Z,HARV-20180419-BRef1,10.03,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
5e780072-ab8e-4a43-b874-0ebf1a8f36e8,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T19:25Z,NEON.DOC.014048vK,HARV_001-M-9-34.5-20180418,A00000001221,HARV_001-M-9-34.5-20180418-KCL,B00000006302,HARV_001-M-9-34.5,tInitial,0,2018-04-19T14:48Z,HARV-20180419-BRef1,10.16,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20211221T232840Z,RELEASE-2022
f382e6c8-f7c1-43f4-be7b-35088261c74f,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T12:13Z,NEON.DOC.014048vK,HARV_035-O-0.5-36.5-20180419,A00000001272,HARV_035-O-0.5-36.5-20180419-KCL,B00000006298,HARV_035-O-0.5-36.5,tInitial,0,2018-04-20T13:29Z,HARV-20180420-BRef1,10.35,100,2018-04-20T16Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
24df64ab-075f-4345-bdad-7b1b639266ac,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T12:17Z,NEON.DOC.014048vK,HARV_035-M-0.5-36.5-20180419,A00000001255,HARV_035-M-0.5-36.5-20180419-KCL,B00000006295,HARV_035-M-0.5-36.5,tInitial,0,2018-04-20T14:13Z,HARV-20180420-BRef1,10.04,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
85df47d9-5478-4401-8a56-e9fc7003ebe3,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T12:43Z,NEON.DOC.014048vK,HARV_035-M-4.5-5-20180419,A00000001271,HARV_035-M-4.5-5-20180419-KCL,B00000006316,HARV_035-M-4.5-5,tInitial,0,2018-04-20T13:54Z,HARV-20180420-BRef1,10.03,100,2018-04-20T16Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
76f62a4e-27be-477f-ad0c-c9eccbed07f2,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T12:44Z,NEON.DOC.014048vK,HARV_035-O-4.5-5-20180419,A00000001257,HARV_035-O-4.5-5-20180419-KCL,B00000006294,HARV_035-O-4.5-5,tInitial,0,2018-04-20T13:35Z,HARV-20180420-BRef1,10.11,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
0997a449-153b-4cf4-9a9e-89cb5c3fe17b,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T13:16Z,NEON.DOC.014048vK,HARV_035-O-25.5-9-20180419,A00000001256,HARV_035-O-25.5-9-20180419-KCL,B00000006289,HARV_035-O-25.5-9,tInitial,0,2018-04-20T13:40Z,HARV-20180420-BRef1,10.05,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
a3993257-e4fa-4350-a873-88a547f8b435,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T13:28Z,NEON.DOC.014048vK,HARV_035-M-25.5-9-20180419,A00000001254,HARV_035-M-25.5-9-20180419-KCL,B00000006313,HARV_035-M-25.5-9,tInitial,0,2018-04-20T14:22Z,HARV-20180420-BRef1,10.16,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
03b86c3f-d714-4eda-ba4e-47a86361df18,HARV_037.basePlot.bgc,D01,HARV,HARV_037,tower,2018-04-19T13:59Z,NEON.DOC.014048vK,HARV_037-O-30-22-20180419,A00000001270,HARV_037-O-30-22-20180419-KCL,B00000006293,HARV_037-O-30-22,tInitial,0,2018-04-20T13:10Z,HARV-20180420-BRef1,10,100,2018-04-20T16Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
7991dbca-b1f5-487e-adcc-beffd68ec74e,HARV_037.basePlot.bgc,D01,HARV,HARV_037,tower,2018-04-19T14:00Z,NEON.DOC.014048vK,HARV_037-M-30-22-20180419,A00000001251,HARV_037-M-30-22-20180419-KCL,B00000006299,HARV_037-M-30-22,tInitial,0,2018-04-20T13:45Z,HARV-20180420-BRef1,10.14,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
3913eef8-38c4-4121-aaee-2d13f3c8a0c0,HARV_037.basePlot.bgc,D01,HARV,HARV_037,tower,2018-04-19T14:38Z,NEON.DOC.014048vK,HARV_037-O-35-17.5-20180419,A00000001252,HARV_037-O-35-17.5-20180419-KCL,B00000006296,HARV_037-O-35-17.5,tInitial,0,2018-04-20T13:14Z,HARV-20180420-BRef1,10.37,100,2018-04-20T16Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
351a4d3f-0c77-417f-9b47-890d1b7e5161,HARV_037.basePlot.bgc,D01,HARV,HARV_037,tower,2018-04-19T15:55Z,NEON.DOC.014048vK,HARV_037-M-35-17.5-20180419,A00000001269,HARV_037-M-35-17.5-20180419-KCL,B00000006300,HARV_037-M-35-17.5,tInitial,0,2018-04-20T14:00Z,HARV-20180420-BRef1,10.19,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20211221T232840Z,RELEASE-2022
